date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:12:49	4294/4294	---M--	200	added ('OK')	image/jpg	etag:%22f3345dbbdb5a24e3470ff60fd8813382%22	https://d13pxqgp3ixdbh.cloudfront.net/api_uploads/1469528955eb9b970fb68f5193029245548fa365fb.jpg	C:/Users/jonathan/Videos/video%20setup/croods%202/d13pxqgp3ixdbh.cloudfront.net/api_uploads/1469528955eb9b970fb68f5193029245548fa365fb.jpg	(from https://cpbild.co/bbe27ec)
07:12:49	3588/3588	---M--	200	added ('OK')	image/jpg	etag:%2236378899155558a7b12ed37b016355ee%22	https://d13pxqgp3ixdbh.cloudfront.net/api_uploads/1469528965f7210a3834f50b9cdf7c19955ab9eac1.jpg	C:/Users/jonathan/Videos/video%20setup/croods%202/d13pxqgp3ixdbh.cloudfront.net/api_uploads/1469528965f7210a3834f50b9cdf7c19955ab9eac1.jpg	(from https://cpbild.co/bbe27ec)
07:12:50	236/236	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Feb%202021%2004:07:21%20GMT	https://www.facebook.com/images/like/icons/fav.png	C:/Users/jonathan/Videos/video%20setup/croods%202/www.facebook.com/images/like/icons/fav.png	(from https://cpbild.co/bbe27ec)
07:12:52	23439/23439	---M--	200	added ('OK')	application/javascript	etag:%224a024ce4e4ffe91521f5d82d02dd2588%22	https://d13nu0oomnx5ti.cloudfront.net/9fb4ae3.js	C:/Users/jonathan/Videos/video%20setup/croods%202/d13nu0oomnx5ti.cloudfront.net/9fb4ae3.js	(from https://cpbild.co/bbe27ec)
07:12:52	85659/85659	---M--	200	added ('OK')	application/x-javascript	etag:%2233cabfa15c1060aaa3d207c653afb1ee%22	https://d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/jquery.min.js	C:/Users/jonathan/Videos/video%20setup/croods%202/d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/jquery.min.js	(from https://cpbild.co/bbe27ec)
07:12:52	24218/24218	---M--	200	added ('OK')	application/x-javascript	etag:%226482002d36da6a83a62e3cdbca10e7f6%22	https://d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/tether.min.js	C:/Users/jonathan/Videos/video%20setup/croods%202/d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/tether.min.js	(from https://cpbild.co/bbe27ec)
07:12:53	44826/44826	---M--	200	added ('OK')	application/x-javascript	etag:%220ca771b2c6d554021dcc1c01cdc77ef6%22	https://d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/bootstrap.min.js	C:/Users/jonathan/Videos/video%20setup/croods%202/d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/bootstrap.min.js	(from https://cpbild.co/bbe27ec)
07:12:53	18330/18330	---M--	200	added ('OK')	application/x-javascript	etag:%227cbbd831277e43131494668c11042f99%22	https://d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/nouislider.min.js	C:/Users/jonathan/Videos/video%20setup/croods%202/d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/nouislider.min.js	(from https://cpbild.co/bbe27ec)
07:12:53	31367/31367	---M--	200	added ('OK')	application/x-javascript	etag:%22a0366553b1eace504bdc4e5c2e497480%22	https://d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/adminplus.js	C:/Users/jonathan/Videos/video%20setup/croods%202/d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/adminplus.js	(from https://cpbild.co/bbe27ec)
07:12:53	63/63	---M--	200	added ('OK')	application/x-javascript	etag:%228589bb6693b5af25ece97128707f1786%22	https://d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/main.min.js	C:/Users/jonathan/Videos/video%20setup/croods%202/d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/main.min.js	(from https://cpbild.co/bbe27ec)
07:12:53	25920/25920	---M--	200	added ('OK')	application/x-javascript	etag:%22ee84a793bd9253dcec3ed28163c98e6c%22	https://d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/block.js	C:/Users/jonathan/Videos/video%20setup/croods%202/d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/block.js	(from https://cpbild.co/bbe27ec)
07:12:54	16977/16977	---M--	200	added ('OK')	application/x-javascript	etag:%220068f44b0aa1b83fa7679860ceb26590%22	https://d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/sweetAlert.js	C:/Users/jonathan/Videos/video%20setup/croods%202/d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/sweetAlert.js	(from https://cpbild.co/bbe27ec)
